University Name,District,Cutoff,Entrance Percentage,Department,Output
Vignan's Foundation for Science Technology and Research,Guntur,76,42,Civil Engineering,No
Visvesvaraya Technological University,Belgaum,140,55,Computer Science,Yes
Visvesvaraya Technological University,Belgaum,164,72,Computer Science,Yes
Visvesvaraya Technological University,Belgaum,182,83,Computer Science,Yes
Visvesvaraya Technological University,Belgaum,124,43,Computer Science,No
Visvesvaraya Technological University,Belgaum,24,21,Computer Science,No
Visvesvaraya Technological University,Belgaum,140,55,Information Technology,Yes
Visvesvaraya Technological University,Belgaum,170,76,Information Technology,Yes
Visvesvaraya Technological University,Belgaum,188,86,Information Technology,Yes
Visvesvaraya Technological University,Belgaum,28,16,Information Technology,No
Visvesvaraya Technological University,Belgaum,62,36,Information Technology,No
Visvesvaraya Technological University,Belgaum,130,26,Information Technology,No
Visvesvaraya Technological University,Belgaum,140,55,Electricals and Electronics,Yes
Visvesvaraya Technological University,Belgaum,154,77,Electricals and Electronics,Yes
Visvesvaraya Technological University,Belgaum,174,87,Electricals and Electronics,Yes
Visvesvaraya Technological University,Belgaum,194,97,Electricals and Electronics,Yes
Visvesvaraya Technological University,Belgaum,94,17,Electricals and Electronics,No
Visvesvaraya Technological University,Belgaum,34,27,Electricals and Electronics,No
Visvesvaraya Technological University,Belgaum,140,55,Electronics and Communication,Yes
Visvesvaraya Technological University,Belgaum,162,85,Electronics and Communication,Yes
Visvesvaraya Technological University,Belgaum,22,15,Electronics and Communication,No
Visvesvaraya Technological University,Belgaum,62,35,Electronics and Communication,No
Visvesvaraya Technological University,Belgaum,42,28,Electronics and Communication,No
Visvesvaraya Technological University,Belgaum,140,55,Civil Engineering,Yes
Visvesvaraya Technological University,Belgaum,176,68,Civil Engineering,Yes
Visvesvaraya Technological University,Belgaum,196,88,Civil Engineering,Yes
Visvesvaraya Technological University,Belgaum,36,18,Civil Engineering,No
Visvesvaraya Technological University,Belgaum,96,38,Civil Engineering,No
Visvesvaraya Technological University,Belgaum,76,48,Civil Engineering,No
Visvesvaraya Technological University,Belgaum,140,55,Mechanical Engineering,Yes
Visvesvaraya Technological University,Belgaum,198,71,Mechanical Engineering,Yes
Visvesvaraya Technological University,Belgaum,178,81,Mechanical Engineering,Yes
Visvesvaraya Technological University,Belgaum,56,1,Mechanical Engineering,No
Visvesvaraya Technological University,Belgaum,78,51,Mechanical Engineering,No
YMCA Faridabad,Faridabad,100,75,Information Technology,Yes
YMCA Faridabad,Faridabad,146,81,Information Technology,Yes
YMCA Faridabad,Faridabad,178,91,Information Technology,Yes
YMCA Faridabad,Faridabad,84,11,Information Technology,No
YMCA Faridabad,Faridabad,62,21,Information Technology,No
YMCA Faridabad,Faridabad,28,31,Information Technology,No
